state,year,quarter,transaction_type,transaction_count,transaction_amount
maharashtra,2022,4,Others,1228291,914951674.4842072
maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
maharashtra,2020,2,Financial Services,206461,211733275.7829895
maharashtra,2020,2,Others,466502,242917371.3033281
maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
maharashtra,2020,3,Financial Services,325453,333669599.61883616
maharashtra,2020,3,Others,658737,331024593.0721529
maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
maharashtra,2020,1,Financial Services,123476,91363684.1276232
maharashtra,2020,1,Others,1215959,558931962.876125
maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
maharashtra,2020,4,Financial Services,398409,418399992.5395771
maharashtra,2020,4,Others,1078433,627692680.4078207
maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
maharashtra,2021,2,Financial Services,504252,536780917.0359157
maharashtra,2021,2,Others,1094842,699738247.6695637
maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
maharashtra,2021,3,Financial Services,448646,579098938.658318
maharashtra,2021,3,Others,1477851,873324624.1826177
maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
maharashtra,2021,1,Financial Services,439551,492900202.68315214
maharashtra,2021,1,Others,966668,630909553.4508264
maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
maharashtra,2021,4,Financial Services,606265,707102765.3058928
maharashtra,2021,4,Others,1918093,1188658731.1175365
maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
maharashtra,2023,2,Financial Services,697164,821061690.0
maharashtra,2023,2,Others,1152916,870693412.0
maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
maharashtra,2023,3,Financial Services,824436,1088491523.0
maharashtra,2023,3,Others,1078944,831084802.0
maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
maharashtra,2023,1,Financial Services,667987,763120514.0
maharashtra,2023,1,Others,1280074,953990262.0
maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
maharashtra,2023,4,Financial Services,1025481,1362709031.0
maharashtra,2023,4,Others,1157334,863555358.0
maharashtra,2024,2,Merchant payments,2008664821,832044260771.0
maharashtra,2024,2,Peer-to-peer payments,879509986,2596196230098.0
maharashtra,2024,2,Recharge & bill payments,173148051,142150478979.0
maharashtra,2024,2,Financial Services,1111574,1823280899.0
maharashtra,2024,2,Others,1060370,975082840.0
maharashtra,2024,3,Merchant payments,2136665237,875057356694.0
maharashtra,2024,3,Peer-to-peer payments,971212505,2659562391989.0
maharashtra,2024,3,Recharge & bill payments,177213655,149372864990.0
maharashtra,2024,3,Financial Services,1413867,2254480451.0
maharashtra,2024,3,Others,898731,1021568015.0
maharashtra,2024,1,Merchant payments,1821471481,754044465385.0
maharashtra,2024,1,Peer-to-peer payments,843766518,2472993827118.0
maharashtra,2024,1,Recharge & bill payments,168431872,143453128973.0
maharashtra,2024,1,Financial Services,1024838,1577112130.0
maharashtra,2024,1,Others,1075772,830361250.0
maharashtra,2024,4,Merchant payments,2393917535,1009302079777.0
maharashtra,2024,4,Peer-to-peer payments,1061923073,2988739020373.0
maharashtra,2024,4,Recharge & bill payments,173698536,149455601195.0
maharashtra,2024,4,Financial Services,3784218,2349724009.0
maharashtra,2024,4,Others,908477,1182025533.0
ladakh,2022,2,Peer-to-peer payments,608870,2941624382.277109
ladakh,2022,2,Merchant payments,346146,508439376.68091977
ladakh,2022,2,Recharge & bill payments,158996,88531677.99442025
ladakh,2022,2,Financial Services,1585,2487560.1853386
ladakh,2022,2,Others,2476,2235180.8584825676
ladakh,2022,3,Peer-to-peer payments,659896,2955729492.4985514
ladakh,2022,3,Merchant payments,367022,551472983.879604
ladakh,2022,3,Recharge & bill payments,160269,94288872.34747365
ladakh,2022,3,Financial Services,1555,1815866.8961950848
ladakh,2022,3,Others,2116,1892134.7520804727
ladakh,2022,1,Peer-to-peer payments,343041,1685241980.664183
ladakh,2022,1,Merchant payments,167100,279354508.988595
ladakh,2022,1,Recharge & bill payments,116486,56203999.28920926
ladakh,2022,1,Financial Services,1247,2023327.6779848374
ladakh,2022,1,Others,2141,2217102.222236882
ladakh,2022,4,Peer-to-peer payments,559259,2350047971.603546
ladakh,2022,4,Merchant payments,382456,462189599.28430265
ladakh,2022,4,Recharge & bill payments,138793,79767790.98577228
ladakh,2022,4,Financial Services,1248,1198715.2123450316
ladakh,2022,4,Others,1616,1273495.592982805
ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
ladakh,2020,2,Merchant payments,15132,19679330.186414924
ladakh,2020,2,Financial Services,337,786069.1630768818
ladakh,2020,2,Others,490,490894.93818109273
ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
ladakh,2020,3,Merchant payments,36861,40538778.75651745
ladakh,2020,3,Financial Services,621,2334917.7832646337
ladakh,2020,3,Others,772,900013.678666259
ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
ladakh,2020,1,Merchant payments,14264,13338124.271892821
ladakh,2020,1,Financial Services,204,583108.9455483773
ladakh,2020,1,Others,590,1155879.120674257
ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
ladakh,2020,4,Merchant payments,83868,77511378.30739444
ladakh,2020,4,Financial Services,729,1965054.5898611392
ladakh,2020,4,Others,1822,2486922.4041473325
ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
ladakh,2021,2,Merchant payments,92078,119608470.0411553
ladakh,2021,2,Financial Services,755,1756762.1471181023
ladakh,2021,2,Others,1607,2094729.0180191218
ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
ladakh,2021,3,Merchant payments,135108,233260756.5088715
ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
ladakh,2021,3,Financial Services,900,1911625.5446910746
ladakh,2021,3,Others,2204,2751201.9371823343
ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
ladakh,2021,1,Merchant payments,58875,74977913.47237433
ladakh,2021,1,Financial Services,629,1455016.148284281
ladakh,2021,1,Others,1298,1527565.0627209258
ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
ladakh,2021,4,Merchant payments,169110,284786365.9296017
ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
ladakh,2021,4,Financial Services,912,3068708.947120995
ladakh,2021,4,Others,2438,2847620.2425241945
ladakh,2023,2,Peer-to-peer payments,1479909,5891146705.0
ladakh,2023,2,Merchant payments,1121362,1074373616.0
ladakh,2023,2,Recharge & bill payments,337017,218229701.0
ladakh,2023,2,Financial Services,1885,4432032.0
ladakh,2023,2,Others,3642,2921832.0
ladakh,2023,3,Peer-to-peer payments,1781959,6563524375.0
ladakh,2023,3,Merchant payments,1429581,1424016428.0
ladakh,2023,3,Recharge & bill payments,402319,245485697.0
ladakh,2023,3,Financial Services,3579,14887998.0
ladakh,2023,3,Others,3928,2657745.0
ladakh,2023,1,Peer-to-peer payments,796687,3112641857.0
ladakh,2023,1,Merchant payments,561734,601420766.0
ladakh,2023,1,Recharge & bill payments,204592,129440564.0
ladakh,2023,1,Financial Services,1610,3389191.0
ladakh,2023,1,Others,2623,2128920.0
ladakh,2023,4,Peer-to-peer payments,1435341,5438596932.0
ladakh,2023,4,Merchant payments,1375598,1254754525.0
ladakh,2023,4,Recharge & bill payments,332620,236148603.0
ladakh,2023,4,Financial Services,3065,11423623.0
ladakh,2023,4,Others,3594,2063262.0
ladakh,2024,2,Merchant payments,2761232,2170015196.0
ladakh,2024,2,Peer-to-peer payments,2149877,7634966556.0
ladakh,2024,2,Recharge & bill payments,406967,297269115.0
ladakh,2024,2,Financial Services,6138,20236628.0
ladakh,2024,2,Others,3145,3235853.0
ladakh,2024,3,Merchant payments,3611810,2756672878.0
ladakh,2024,3,Peer-to-peer payments,2736391,9505200187.0
ladakh,2024,3,Recharge & bill payments,552948,365822129.0
ladakh,2024,3,Financial Services,9965,22212555.0
ladakh,2024,3,Others,2771,2963963.0
ladakh,2024,1,Merchant payments,1428526,1281667292.0
ladakh,2024,1,Peer-to-peer payments,1254570,4577031986.0
ladakh,2024,1,Recharge & bill payments,298740,214700854.0
ladakh,2024,1,Financial Services,3182,10455927.0
ladakh,2024,1,Others,2083,1534602.0
ladakh,2024,4,Merchant payments,3102085,2456167697.0
ladakh,2024,4,Peer-to-peer payments,2154011,8079768687.0
ladakh,2024,4,Recharge & bill payments,439533,298305142.0
ladakh,2024,4,Financial Services,14100,18009192.0
ladakh,2024,4,Others,1555,2166936.0
manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
manipur,2022,2,Merchant payments,1709547,1757831052.0706987
manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
manipur,2022,2,Financial Services,4069,4753628.558008127
manipur,2022,2,Others,14812,7175748.992065379
manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
manipur,2022,3,Merchant payments,1829741,2010460357.0881667
manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
manipur,2022,3,Financial Services,4524,4671353.405444902
manipur,2022,3,Others,11300,6411090.828254536
manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
manipur,2022,1,Merchant payments,1247205,1489604137.2090888
manipur,2022,1,Financial Services,4878,6057615.527015026
manipur,2022,1,Others,15494,10435303.87979853
manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
manipur,2022,4,Merchant payments,1828984,2074698993.4220653
manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
manipur,2022,4,Financial Services,4691,5754919.963910458
manipur,2022,4,Others,9959,5742049.403589871
manipur,2020,2,Peer-to-peer payments,533206,2980242535.075443
manipur,2020,2,Recharge & bill payments,450830,107589094.29890464
manipur,2020,2,Merchant payments,92110,106540409.29886684
manipur,2020,2,Financial Services,1676,1457570.8004862315
manipur,2020,2,Others,5246,3106603.331810386
manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
manipur,2020,3,Merchant payments,170653,195132026.6311202
manipur,2020,3,Financial Services,1878,1593035.944066228
manipur,2020,3,Others,8192,4775719.8143366445
manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
manipur,2020,1,Recharge & bill payments,285234,62688260.379548095
manipur,2020,1,Merchant payments,78067,74202067.0664826
manipur,2020,1,Financial Services,622,354184.4660589617
manipur,2020,1,Others,3145,3252467.2243867153
manipur,2020,4,Peer-to-peer payments,892853,5172499337.530437
manipur,2020,4,Recharge & bill payments,436450,114202616.34869762
manipur,2020,4,Merchant payments,289050,307902115.38207734
manipur,2020,4,Financial Services,1806,2448402.9142817147
manipur,2020,4,Others,7693,5172086.283260544
manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
manipur,2021,2,Merchant payments,510734,531484849.4914169
manipur,2021,2,Financial Services,4165,4256098.232237183
manipur,2021,2,Others,10603,7145346.314942012
manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
manipur,2021,3,Merchant payments,735707,889317377.086526
manipur,2021,3,Financial Services,3460,5625517.975461649
manipur,2021,3,Others,14222,9447098.78230339
manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
manipur,2021,1,Merchant payments,377280,433297594.1352152
manipur,2021,1,Financial Services,3398,4385333.1754908115
manipur,2021,1,Others,8438,6280890.914669826
manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
manipur,2021,4,Merchant payments,1013985,1229517397.4561875
manipur,2021,4,Financial Services,4671,5941100.580610943
manipur,2021,4,Others,17325,11393578.842227157
manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
manipur,2023,2,Merchant payments,499534,569980400.0
manipur,2023,2,Recharge & bill payments,290239,127777535.0
manipur,2023,2,Financial Services,1849,1430976.0
manipur,2023,2,Others,1807,1144176.0
manipur,2023,3,Peer-to-peer payments,450548,3054677807.0
manipur,2023,3,Merchant payments,222132,418107590.0
manipur,2023,3,Recharge & bill payments,189582,131240898.0
manipur,2023,3,Financial Services,2290,3551704.0
manipur,2023,3,Others,926,708602.0
manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
manipur,2023,1,Merchant payments,933135,1083073192.0
manipur,2023,1,Recharge & bill payments,613398,214427498.0
manipur,2023,1,Financial Services,3529,3178295.0
manipur,2023,1,Others,4579,3104024.0
manipur,2023,4,Peer-to-peer payments,1098359,5690075337.0
manipur,2023,4,Merchant payments,638811,893960176.0
manipur,2023,4,Recharge & bill payments,368865,209606825.0
manipur,2023,4,Financial Services,4438,5093670.0
manipur,2023,4,Others,2727,1589290.0
manipur,2024,2,Peer-to-peer payments,2518131,8860962120.0
manipur,2024,2,Merchant payments,1895872,1727175316.0
manipur,2024,2,Recharge & bill payments,640058,297356354.0
manipur,2024,2,Financial Services,5784,9375969.0
manipur,2024,2,Others,3479,3131034.0
manipur,2024,3,Peer-to-peer payments,2964825,9398509217.0
manipur,2024,3,Merchant payments,2085364,1932267978.0
manipur,2024,3,Recharge & bill payments,637582,324563249.0
manipur,2024,3,Financial Services,9458,12782236.0
manipur,2024,3,Others,2867,3394151.0
manipur,2024,1,Peer-to-peer payments,1925478,7502533003.0
manipur,2024,1,Merchant payments,1303360,1446015880.0
manipur,2024,1,Recharge & bill payments,607751,282103846.0
manipur,2024,1,Financial Services,4717,9906854.0
manipur,2024,1,Others,4258,2413740.0
manipur,2024,4,Peer-to-peer payments,3016585,9734628510.0
manipur,2024,4,Merchant payments,2146946,1983154393.0
manipur,2024,4,Recharge & bill payments,562071,321860417.0
manipur,2024,4,Financial Services,22114,18353627.0
manipur,2024,4,Others,2707,3711609.0
nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.229492
nagaland,2022,2,Merchant payments,513456,640665988.1540827
nagaland,2022,2,Recharge & bill payments,479322,162238616.41478142
nagaland,2022,2,Financial Services,1547,1519503.219426635
nagaland,2022,2,Others,4462,2819984.0024981033
nagaland,2022,3,Peer-to-peer payments,990896,4568905305.863961
nagaland,2022,3,Merchant payments,467257,642368278.6360128
nagaland,2022,3,Recharge & bill payments,430854,148324294.67210707
nagaland,2022,3,Financial Services,1479,2345498.6025009975
nagaland,2022,3,Others,3627,2457117.2762476145
nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022
nagaland,2022,1,Recharge & bill payments,529038,175942440.62210858
nagaland,2022,1,Merchant payments,425336,563650239.9471383
nagaland,2022,1,Financial Services,2022,2503998.824974763
nagaland,2022,1,Others,6178,4499397.927512417
nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.789
nagaland,2022,4,Merchant payments,647805,906834415.4525998
nagaland,2022,4,Recharge & bill payments,508230,170028535.796474
nagaland,2022,4,Financial Services,2104,1909585.0695077945
nagaland,2022,4,Others,3944,3125371.2064643847
nagaland,2020,2,Recharge & bill payments,328269,85264116.11779374
nagaland,2020,2,Peer-to-peer payments,166866,1025000209.9574311
nagaland,2020,2,Merchant payments,20004,25214703.910237495
nagaland,2020,2,Financial Services,860,989239.9671938312
nagaland,2020,2,Others,1567,1206234.3951445608
nagaland,2020,3,Recharge & bill payments,347494,91214897.18744522
nagaland,2020,3,Peer-to-peer payments,330638,1851638119.539822
nagaland,2020,3,Merchant payments,51912,62568884.13216571
nagaland,2020,3,Financial Services,2544,2136903.0242114514
nagaland,2020,3,Others,3731,2090339.2711506593
nagaland,2020,1,Recharge & bill payments,221741,53662023.32016543
nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893908
nagaland,2020,1,Merchant payments,18249,17663339.36989499
nagaland,2020,1,Financial Services,528,215066.78349539996
nagaland,2020,1,Others,1567,1730779.6714233835
nagaland,2020,4,Peer-to-peer payments,417393,2563827858.0487146
nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268
nagaland,2020,4,Merchant payments,90496,113115660.17405558
nagaland,2020,4,Financial Services,1068,1017278.309874404
nagaland,2020,4,Others,3571,3194492.1527384534
nagaland,2021,2,Peer-to-peer payments,526966,2847731457.571479
nagaland,2021,2,Recharge & bill payments,453979,126962524.74536937
nagaland,2021,2,Merchant payments,144413,176831583.13676447
nagaland,2021,2,Financial Services,1624,1785915.6371230448
nagaland,2021,2,Others,3809,2982482.691132756
nagaland,2021,3,Peer-to-peer payments,667633,3536780176.7792263
nagaland,2021,3,Recharge & bill payments,474693,141172028.23897478
nagaland,2021,3,Merchant payments,208387,304493279.8158357
nagaland,2021,3,Financial Services,1437,1634878.888862805
nagaland,2021,3,Others,4642,3336484.2825483214
nagaland,2021,1,Peer-to-peer payments,477346,2841021698.4844904
nagaland,2021,1,Recharge & bill payments,376473,110095189.5931618
nagaland,2021,1,Merchant payments,116846,151202427.14605337
nagaland,2021,1,Financial Services,1511,1929643.694251965
nagaland,2021,1,Others,3721,3201525.695241506
nagaland,2021,4,Peer-to-peer payments,819452,4335295237.9809065
nagaland,2021,4,Recharge & bill payments,492411,154359432.07659015
nagaland,2021,4,Merchant payments,311673,442578210.0882374
nagaland,2021,4,Financial Services,1790,2263055.5218537706
nagaland,2021,4,Others,6157,4587848.468888722
nagaland,2023,2,Peer-to-peer payments,1617109,6785635810.0
nagaland,2023,2,Merchant payments,727260,1034147550.0
nagaland,2023,2,Recharge & bill payments,572760,197242689.0
nagaland,2023,2,Financial Services,2070,1698008.0
nagaland,2023,2,Others,2802,2675253.0
nagaland,2023,3,Peer-to-peer payments,1885439,7170452325.0
nagaland,2023,3,Merchant payments,941540,1233761672.0
nagaland,2023,3,Recharge & bill payments,589934,204490934.0
nagaland,2023,3,Financial Services,3255,5608850.0
nagaland,2023,3,Others,2163,1985892.0
nagaland,2023,1,Peer-to-peer payments,1499574,6682278926.0
nagaland,2023,1,Recharge & bill payments,594157,217058376.0
nagaland,2023,1,Merchant payments,586135,908765354.0
nagaland,2023,1,Financial Services,2116,3157626.0
nagaland,2023,1,Others,3588,3137572.0
nagaland,2023,4,Peer-to-peer payments,2108656,7951828073.0
nagaland,2023,4,Merchant payments,1114580,1506769625.0
nagaland,2023,4,Recharge & bill payments,569355,210015855.0
nagaland,2023,4,Financial Services,2722,4005037.0
nagaland,2023,4,Others,1866,1956832.0
nagaland,2024,2,Peer-to-peer payments,2655039,8746750126.0
nagaland,2024,2,Merchant payments,2310391,2028921372.0
nagaland,2024,2,Recharge & bill payments,626712,228501471.0
nagaland,2024,2,Financial Services,4449,6400726.0
nagaland,2024,2,Others,2109,2339401.0
nagaland,2024,3,Peer-to-peer payments,3226550,9580356158.0
nagaland,2024,3,Merchant payments,3070195,2427367862.0
nagaland,2024,3,Recharge & bill payments,675444,263008367.0
nagaland,2024,3,Financial Services,7303,8841059.0
nagaland,2024,3,Others,2143,1741722.0
nagaland,2024,1,Peer-to-peer payments,2252013,8080209969.0
nagaland,2024,1,Merchant payments,1406740,1731421124.0
nagaland,2024,1,Recharge & bill payments,595725,227556519.0
nagaland,2024,1,Financial Services,2602,3951600.0
nagaland,2024,1,Others,1844,1776096.0
nagaland,2024,4,Peer-to-peer payments,3650092,10820675194.0
nagaland,2024,4,Merchant payments,3599232,2864643406.0
nagaland,2024,4,Recharge & bill payments,653702,265920419.0
nagaland,2024,4,Financial Services,16507,6341057.0
nagaland,2024,4,Others,2019,1518600.0
uttar-pradesh,2022,2,Merchant payments,298721048,216176289528.43256
uttar-pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.274
uttar-pradesh,2022,2,Recharge & bill payments,62659780,37867966758.88997
uttar-pradesh,2022,2,Financial Services,268349,285646084.3258523
uttar-pradesh,2022,2,Others,1204739,606123265.0864555
uttar-pradesh,2022,3,Merchant payments,361972506,232005905549.1372
uttar-pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5037
uttar-pradesh,2022,3,Recharge & bill payments,72984811,43854148172.58542
uttar-pradesh,2022,3,Financial Services,367887,344330142.1388885
uttar-pradesh,2022,3,Others,1058841,601411350.4106325
uttar-pradesh,2022,1,Merchant payments,221556930,165543931419.27045
uttar-pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.6667
uttar-pradesh,2022,1,Recharge & bill payments,54873261,31683813998.386055
uttar-pradesh,2022,1,Financial Services,358499,386218170.5981607
uttar-pradesh,2022,1,Others,1571908,750327356.10464
uttar-pradesh,2022,4,Merchant payments,439247166,296781967366.6535
uttar-pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.8824
uttar-pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94295
uttar-pradesh,2022,4,Financial Services,418329,430212917.27641135
uttar-pradesh,2022,4,Others,1064861,661985014.756895
uttar-pradesh,2020,2,Recharge & bill payments,42229417,14668026056.368128
uttar-pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.8693
uttar-pradesh,2020,2,Merchant payments,18625913,13655151082.574724
uttar-pradesh,2020,2,Financial Services,150360,131930242.90371712
uttar-pradesh,2020,2,Others,412073,209384339.5723213
uttar-pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73047
uttar-pradesh,2020,3,Recharge & bill payments,37465163,16437365640.853413
uttar-pradesh,2020,3,Merchant payments,34697942,24224433240.836243
uttar-pradesh,2020,3,Financial Services,206210,194129227.54374278
uttar-pradesh,2020,3,Others,586033,303114557.0989778
uttar-pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56177
uttar-pradesh,2020,1,Recharge & bill payments,29777603,11168417430.652225
uttar-pradesh,2020,1,Merchant payments,26741638,13072371616.871723
uttar-pradesh,2020,1,Financial Services,139990,64365117.409359045
uttar-pradesh,2020,1,Others,998744,376573949.20359
uttar-pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76337
uttar-pradesh,2020,4,Merchant payments,61922138,44438824680.670944
uttar-pradesh,2020,4,Recharge & bill payments,39570153,17793973968.761925
uttar-pradesh,2020,4,Financial Services,246868,255803306.13741985
uttar-pradesh,2020,4,Others,994576,539071475.9342327
uttar-pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.4563
uttar-pradesh,2021,2,Merchant payments,84860582,70351401159.78787
uttar-pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75408
uttar-pradesh,2021,2,Financial Services,270944,266853066.82962543
uttar-pradesh,2021,2,Others,858953,525487682.5584012
uttar-pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17084
uttar-pradesh,2021,3,Merchant payments,126699830,91089049637.02377
uttar-pradesh,2021,3,Recharge & bill payments,50414232,24348150109.635994
uttar-pradesh,2021,3,Financial Services,253418,292009129.0296748
uttar-pradesh,2021,3,Others,1230077,624716522.0745409
uttar-pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.6789
uttar-pradesh,2021,1,Merchant payments,78873969,55362244381.43686
uttar-pradesh,2021,1,Recharge & bill payments,38981894,18563189222.328217
uttar-pradesh,2021,1,Financial Services,250656,266104783.7449573
uttar-pradesh,2021,1,Others,853707,486435811.3771204
uttar-pradesh,2021,4,Merchant payments,183966052,142889329646.05463
uttar-pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.6772
uttar-pradesh,2021,4,Recharge & bill payments,52863531,28812549097.65689
uttar-pradesh,2021,4,Financial Services,353219,386356976.48969895
uttar-pradesh,2021,4,Others,1471954,829152405.3448995
uttar-pradesh,2023,2,Merchant payments,653469610,372223301627.0
uttar-pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278.0
uttar-pradesh,2023,2,Recharge & bill payments,109571801,73352450074.0
uttar-pradesh,2023,2,Financial Services,506431,562369291.0
uttar-pradesh,2023,2,Others,1074842,656302256.0
uttar-pradesh,2023,3,Merchant payments,754249074,389288397238.0
uttar-pradesh,2023,3,Peer-to-peer payments,488395790,1394085756434.0
uttar-pradesh,2023,3,Recharge & bill payments,110408404,76981859735.0
uttar-pradesh,2023,3,Financial Services,624941,798613229.0
uttar-pradesh,2023,3,Others,944257,593735370.0
uttar-pradesh,2023,1,Merchant payments,520911142,323614616766.0
uttar-pradesh,2023,1,Peer-to-peer payments,383752815,1246010023301.0
uttar-pradesh,2023,1,Recharge & bill payments,96225086,66101414555.0
uttar-pradesh,2023,1,Financial Services,486982,483872123.0
uttar-pradesh,2023,1,Others,1181697,726338627.0
uttar-pradesh,2023,4,Merchant payments,875617035,489746639610.0
uttar-pradesh,2023,4,Peer-to-peer payments,575043255,1677661668298.0
uttar-pradesh,2023,4,Recharge & bill payments,114346855,88481840260.0
uttar-pradesh,2023,4,Financial Services,736922,950129225.0
uttar-pradesh,2023,4,Others,961315,600884259.0
uttar-pradesh,2024,2,Merchant payments,1255823323,633438040735.0
uttar-pradesh,2024,2,Peer-to-peer payments,734688684,1964379490164.0
uttar-pradesh,2024,2,Recharge & bill payments,143138259,103981718976.0
uttar-pradesh,2024,2,Financial Services,858026,1406687894.0
uttar-pradesh,2024,2,Others,1030366,1017422298.0
uttar-pradesh,2024,3,Merchant payments,1363617969,651628890228.0
uttar-pradesh,2024,3,Peer-to-peer payments,784039367,1951953897864.0
uttar-pradesh,2024,3,Recharge & bill payments,136431456,111138475190.0
uttar-pradesh,2024,3,Financial Services,1043768,1777001054.0
uttar-pradesh,2024,3,Others,823273,976940898.0
uttar-pradesh,2024,1,Merchant payments,999820226,541585227379.0
uttar-pradesh,2024,1,Peer-to-peer payments,651752866,1836048765763.0
uttar-pradesh,2024,1,Recharge & bill payments,132055620,98012574974.0
uttar-pradesh,2024,1,Financial Services,705575,1192696922.0
uttar-pradesh,2024,1,Others,962661,703841601.0
uttar-pradesh,2024,4,Merchant payments,1526062566,788377059975.0
uttar-pradesh,2024,4,Peer-to-peer payments,880161951,2305698271263.0
uttar-pradesh,2024,4,Recharge & bill payments,134632683,117186551580.0
uttar-pradesh,2024,4,Financial Services,3239088,1758794365.0
